Value,Count
1380.0,346.0
4017.04,346.0
91.06,346.0
132.0,346.0
423.23,345.0
22.11,345.0
419.06,345.0
5122.0,345.0
111.03,345.0
4003.04,345.0
194.03,344.0
134.01,344.0
420.07,344.0
206.05,344.0
9011.01,344.0
81.24,344.0
117.15,343.0
9006.09,343.0
3451.15,343.0
422.17,343.0
468.0,343.0
174.04,342.0
5709.01,342.0
2532.01,342.0
66.03,342.0
89.01,342.0
630.07,342.0
178.08,342.0
12.05,342.0
2527.06,342.0
6005.0,342.0
626.32,341.0
48.01,341.0
138.01,341.0
5120.47,341.0
55.22,341.0
3032.04,341.0
211.03,341.0
100.19,341.0
320.48,341.0
5120.23,340.0
1437.0,340.0
1348.0,340.0
29.06,340.0
204.02,340.0
505.03,340.0
161.0,340.0
83.58,340.0
4026.0,340.0
170.42,339.0
4071.02,339.0
3009.01,339.0
72.08,339.0
3072.05,339.0
33.02,339.0
636.03,339.0
4429.0,339.0
152.0,339.0
2351.0,339.0
5043.11,339.0
320.54,338.0
5120.05,338.0
38.06,338.0
4601.0,338.0
308.01,338.0
4063.0,338.0
406.0,338.0
8002.04,338.0
524.08,338.0
4006.03,338.0
884.03,338.0
97.14,337.0
4305.0,337.0
464.02,337.0
3007.01,337.0
626.35,337.0
135.05,337.0
53.01,337.0
1330.0,337.0
626.45,336.0
1343.03,336.0
5043.19,336.0
3373.0,336.0
3060.03,336.0
9200.32,336.0
135.0,336.0
79.05,336.0
48.02,336.0
634.0,335.0
524.27,335.0
124.0,335.0
3720.0,335.0
133.01,335.0
449.19,335.0
438.22,334.0
4414.01,334.0
57.03,334.0
105.04,334.0
170.43,333.0
86.01,333.0
72.07,333.0
5743.0,333.0
6707.02,333.0
83.6,333.0
200.19,333.0
320.37,332.0
2527.03,332.0
505.04,332.0
71.1,332.0
8.08,332.0
2382.0,332.0
9201.12,332.0
6207.01,332.0
214.03,332.0
433.14,332.0
5070.01,332.0
320.39,331.0
20.38,331.0
5005.0,331.0
5123.09,331.0
631.02,331.0
9106.01,331.0
1506.03,331.0
35.03,331.0
42.16,330.0
170.41,330.0
5049.01,330.0
4068.0,330.0
2008.02,330.0
423.27,330.0
6022.0,330.0
166.14,330.0
9415.0,330.0
401.02,330.0
2951.03,330.0
5737.0,330.0
218.16,329.0
2340.0,329.0
5028.01,329.0
1851.0,329.0
219.18,329.0
2506.04,329.0
2523.13,329.0
1031.02,329.0
4323.0,329.0
5069.0,329.0
7006.0,329.0
304.01,329.0
9201.09,329.0
1102.03,329.0
38.0,329.0
626.33,329.0
2531.01,329.0
3109.0,329.0
82.03,328.0
2514.0,328.0
320.47,328.0
5035.01,328.0
80.08,327.0
2531.07,327.0
433.06,327.0
2766.03,327.0
3451.01,327.0
4419.24,327.0
70.02,326.0
2754.0,326.0
4332.0,326.0
446.04,326.0
168.11,326.0
8002.03,326.0
405.01,326.0
5033.32,326.0
760.0,325.0
1434.0,325.0
46.02,325.0
426.24,325.0
76.0,325.0
9410.0,325.0
5503.0,325.0
83.1,324.0
219.22,324.0
106.01,324.0
9.07,324.0
199.04,324.0
3004.0,323.0
2742.02,323.0
203.0,323.0
1530.05,323.0
8.04,323.0
1344.22,323.0
5007.0,323.0
99.08,323.0
4300.02,323.0
424.03,323.0
196.01,323.0
9005.06,323.0
9010.11,323.0
47.03,322.0
5037.09,322.0
82.07,322.0
3008.0,322.0
2753.02,322.0
38.07,321.0
2611.02,321.0
166.1,321.0
135.03,321.0
301.04,321.0
96.18,321.0
305.02,321.0
1192.02,321.0
1373.02,320.0
1374.02,320.0
76.1,320.0
4442.0,320.0
81.34,320.0
451.25,320.0
3020.06,320.0
525.02,319.0
201.09,319.0
420.05,319.0
418.04,319.0
170.44,319.0
451.2,319.0
91.17,319.0
2534.03,319.0
210.03,319.0
441.03,319.0
185.12,319.0
93.07,319.0
995.14,318.0
2612.0,318.0
3100.0,318.0
314.01,318.0
525.17,318.0
4099.0,318.0
82.02,318.0
426.22,318.0
11.04,318.0
3451.03,318.0
58.0,318.0
31.11,318.0
3382.04,317.0
5527.0,317.0
4311.0,317.0
4037.02,317.0
2519.02,317.0
206.06,317.0
320.28,317.0
6703.24,317.0
4067.0,317.0
437.02,317.0
4515.03,317.0
1200.0,317.0
207.05,316.0
427.3,316.0
74.28,316.0
218.21,316.0
32.07,315.0
72.09,315.0
229.0,315.0
203.05,315.0
626.34,315.0
419.04,315.0
170.33,315.0
20.21,315.0
432.48,315.0
96.06,315.0
452.13,315.0
6513.02,314.0
80.1,314.0
4002.04,314.0
9203.29,314.0
506.03,314.0
188.03,314.0
218.01,314.0
3071.01,314.0
82.1,314.0
1112.04,314.0
3090.0,314.0
1101.11,314.0
9007.01,313.0
487.0,313.0
320.03,313.0
5734.02,313.0
167.02,313.0
992.02,313.0
309.02,312.0
93.26,312.0
5744.0,312.0
64.05,312.0
1061.11,312.0
140.02,312.0
102.05,312.0
22.01,312.0
871.03,312.0
210.0,312.0
1081.0,311.0
93.14,311.0
504.01,311.0
4283.01,311.0
13.03,311.0
320.15,311.0
3580.0,310.0
464.05,310.0
5510.0,310.0
6111.0,310.0
54.02,310.0
5712.0,310.0
9005.08,309.0
3383.02,309.0
154.04,309.0
9001.04,309.0
197.02,309.0
5507.0,309.0
112.02,309.0
5740.0,309.0
4060.0,309.0
414.03,309.0
3551.1,309.0
83.66,309.0
4030.0,309.0
164.02,309.0
1224.0,308.0
4516.01,308.0
20.25,308.0
4403.35,308.0
200.26,308.0
76.13,308.0
43.05,308.0
9.11,308.0
8003.26,308.0
76.02,307.0
2346.0,307.0
425.06,307.0
4037.03,307.0
2523.15,307.0
9009.0,307.0
5087.04,307.0
121.04,307.0
22.03,307.0
5037.02,306.0
6087.0,306.0
